Artikelnummer;Barcode;Artikeltext1;KoliBarcode;Artikelgruppe;Steuersatz;EKPreis;VKPreis;Lagerbestand;AktionNetto;AktionVon;AktionBis;Pfand;PfandID;Pfandartikel
31000660;8,41E+12;CalNort Brühwürfel Huhn 12x10g 120g;;Gewürze;7;0,5;0,6;120;0;30.05.2026;30.05.2026;;0;0
31000661;8,41E+12;CalNort Brühwürfel Huhn 24x10g 240g;;Gewürze;7;1;1,19;100;0;30.05.2026;30.05.2026;;0;0
31000662;8,41E+12;CalNort Brühwürfel Rind 12x10g 120g;;Gewürze;7;0,5;0,6;120;0;30.05.2026;30.05.2026;;0;0
31000663;8,41E+12;CalNort Brühwürfel Rind 24x10g 240g;;Gewürze;7;1;1,19;100;0;30.05.2026;30.05.2026;;0;0
31000664;8,41E+12;CalNort Hühnerbrühe Pulver 1kg;;Gewürze;7;2,8;3,39;28;0;30.05.2026;30.05.2026;;0;0
31000665;8,41E+12;CalNort Rinderbrühe Pulver 1kg;1,84E+13;Gewürze;7;2,8;3,39;28;0;30.05.2026;30.05.2026;;0;0
31000666;3,85E+12;Podravka Vegeta Gewürzmischung 250g;3,85E+12;Gewürze;7;1,36;1,69;543;0;30.05.2026;30.05.2026;;0;0
31000667;3,85E+12;Podravka Vegeta Gewürzmischung 2kg;3,85E+12;Gewürze;7;9;10,79;96;0;30.05.2026;30.05.2026;;0;0
31000668;3,85E+12;Podravka Vegeta Gewürzmischung 500g;3,85E+12;Gewürze;7;2,5;2,99;383;0;30.05.2026;30.05.2026;;0;0
31000669;3,85E+12;Podravka Vegeta Gewürzmischung 10kg Eimer;3,85E+12;Gewürze;7;37;44,99;8;0;30.05.2026;30.05.2026;;0;0
31000671;8,68E+12;Mr Oxy Professional Feuchttücher, Yüzey Temizlik Bezi 400St  Eimer;8,68E+12;Verpackung/Reinigungsmittel/Hygiene;19;5,5;6,69;50;0;30.05.2026;30.05.2026;;0;0
31000672;4,25E+12;Gülcan Cigköftelik Bulgur, Weizen 1kg;4,25E+12;Lebensmittel;7;1,16;1,39;240;0;30.05.2026;30.05.2026;;0;0
31000673;4,25E+12;Gülcan Pilavlik Bulgur, Weizen 1kg;;Lebensmittel;7;1,16;1,39;240;0;30.05.2026;30.05.2026;;0;0
31000674;4,25E+12;Gülcan Midyat Pilavlik Bulgur Telsehriye, Weizen 5kg;4,25E+12;Lebensmittel;7;5,8;6,49;540;0;30.05.2026;30.05.2026;;0;0
31000675;4,25E+12;Gülcan Midyat Pilavlik Bulgur Telsehriye 1kg;4,25E+12;Lebensmittel;7;1,16;1,39;285;0;30.05.2026;30.05.2026;;0;0
31000676;4,25E+12;Gülcan Esmer Pilavlik Bulgur, Weizen 1kg;4,25E+12;Lebensmittel;7;1,16;1,39;240;0;30.05.2026;30.05.2026;;0;0
31000677;4,25E+12;Gülcan Bulgur S´kitel , Weizen 1kg;4,25E+12;Lebensmittel;7;1,16;1,39;240;0;30.05.2026;30.05.2026;;0;0
31000678;4,25E+12;Gülcan Midyat Pilavlik Bulgur, Weizen 5kg;4,25E+12;Lebensmittel;7;5,8;6,49;540;0;30.05.2026;30.05.2026;;0;0
31000679;4,25E+12;Gülcan Bulgur S`kitel , Weizen 5kg;4,25E+12;Lebensmittel;7;1,16;1,39;540;0;30.05.2026;30.05.2026;;0;0
31000680;4,25E+12;Gülcan Pilavlik Bulgur, Wiezen 5kg;4,25E+12;Lebensmittel;7;1,16;1,39;180;0;30.05.2026;30.05.2026;;0;0
31000681;3,85E+12;Podravka Vegeta gewürzmischung 1kg;3,85E+12;Gewürze;7;5,19;5,79;245;5,79;01.05.1979;30.05.2026;;0;0
31000684;8,71E+12;TK Aviko Sweet Potato Fries 5 9,5m 2,27kg;8,71E+12;TK Tiefkühl;7;9,65;10,99;45;0;30.05.2026;30.05.2026;;0;0
31000685;;Spinat / Espinaca;;Gemüse;7;12;15,6;2;0;31.05.2026;31.05.2026;;0;0
31000686;;Mangold / Acelga;;Gemüse;7;10,33;13,99;17;0;31.05.2026;31.05.2026;;0;0
31000687;;Petersillien  20 Bund;;Gemüse;7;12;15,6;3;0;31.05.2026;31.05.2026;;0;0
31000688;;Minze 20 Bund;;Gemüse;7;9,06;12,99;15;0;31.05.2026;31.05.2026;;0;0
31000689;;Romana  10x2;;Gemüse;7;8,63;11,99;11;0;31.05.2026;31.05.2026;;0;0
31000690;;Dill / Eneldo;;Gemüse;7;9,06;12,99;20;0;31.05.2026;31.05.2026;;0;0
31000691;;Koriander / Cilantro  20 Bund;;Gemüse;7;10,06;13,99;19;0;31.05.2026;31.05.2026;;0;0
31000692;4,01E+12;BINDEWALD Ährenglück Mehl T405  10kg;;Lebensmittel;7;4,9;5,99;81;5,29;29.06.2026;01.08.2026;;0;0
31000693;4,01E+12;BINDEWALD Ährenglück Mehl T405  25kg;;Lebensmittel;7;11;12,99;20;11,29;29.06.2026;01.08.2026;;0;0
31000694;4,01E+12;BINDEWALD Mehl Typ 00 Classica  10kg;;Lebensmittel;7;4,9;5,9;491;5,29;29.06.2026;01.08.2026;;0;0
31000695;4,01E+12;BINDEWALD Weizenmehl T00 Classica  10x1kg;;Lebensmittel;7;0,44;0,54;5.593,00;0;31.05.2026;31.05.2026;;0;0
31000696;4,01E+12;BINDEWALD Mehl T00 Classica  25kg;;Lebensmittel;7;11;11,9;286;11,29;29.06.2026;01.08.2026;;0;0
31000697;4,01E+12;BINDEWALD Weizenmehl T550  25kg;;Lebensmittel;7;10,88;11,79;26;0;31.05.2026;31.05.2026;;0;0
31000698;4,01E+12;BINDEWALD Weizenmehl T00 Superiore  10x1kg;;Lebensmittel;7;0,54;0,64;800;0;31.05.2026;31.05.2026;;0;0
31000699;4,01E+12;BINDEWALD Weizenmehl T00 Superiore  10kg;;Lebensmittel;7;5,9;6,99;0;0;31.05.2026;31.05.2026;;0;0
31000700;;Pimiento Picante Rojo 3kg (Kirmizi Aci, dünn spitz);;Gemüse;7;7,65;0;13;0;31.05.2026;31.05.2026;;0;0
31000701;;Pimiento Picante Verde 3kg (Yesil Aci, dünn spitz);;Gemüse;7;5,5;0;119;0;31.05.2026;31.05.2026;;0;0
31000703;5,90E+12;Asta Universal Würzmischung 1kg;5,90E+12;Gewürze;7;1,5;1,89;359;0;01.06.2026;01.06.2026;;0;0
31000704;4,25E+12;Nergiz Aksiyon Domates Salca, Tomatenpaste Brix 22-24% 800g Dose;4,25E+12;Konserven;7;0,8;0,99;987;0,99;01.06.2026;01.08.2026;;0;0
31000705;4,25E+12;Nergiz Aksiyon Nar Aromali Sos, Granatapfel Sauce 1,02kg;4,25E+12;Saucen;7;1,2;1,49;354;0;01.06.2026;01.06.2026;;0;0
31000707;2,51E+12;Nergiz Aksiyon Limon Aromali Sos, Zitronensauce 1l;;Saucen;7;0,6;0,79;347;0;01.06.2026;01.06.2026;;0;0
31000708;4,25E+12;Lorena schwarze Sonnenblumenkerne, geröstet viel gesalzen, Siyah Aycekirdegi Bol Tuzlu 150g;4,25E+12;Lebensmittel;7;0,6;0,93;253;0;01.06.2026;01.06.2026;;0;0
31000709;4,25E+12;Lorena schwarze Sonnenblumenkerne, geröstet gesalzen, Siyah Aycekirdegi Tuzlu 150g;4,25E+12;Lebensmittel;7;0,6;0,93;429;0;01.06.2026;01.06.2026;;0;0
31000710;4,25E+12;Nergiz Aksiyon Haslanmis Nohut, gekochte Kichererbsen 800g Dose;;Konserven;7;0,66;0,79;1.041,00;0;01.06.2026;01.06.2026;;0;0
31000711;4,25E+12;Nergiz Haslanmis Beyaz Fasülye, Weiße Bohnen gekocht 800g;;Konserven;7;0,76;0,95;1.043,00;0;01.06.2026;01.06.2026;;0;0
31000712;4,25E+12;Nergiz Aksiyon Siyah Zeytin Uslu, Schwarze Oliven mit Stein 700g Vakuum;;Konserven;7;1,8;2,19;285;0;01.06.2026;01.06.2026;;0;0
31000713;4,25E+12;Nergiz Aksiyon Siyah Zeytin Gemlik, Schwarze Oliven mit Stein PET 1,25kg;;Konserven;7;3,9;4,69;136;0;01.06.2026;01.06.2026;;0;0
31000714;4,25E+12;Lorena Eriste Makarna 500g;;Lebensmittel;7;0,46;0,59;400;0;01.06.2026;01.06.2026;;0;0
31000715;4,25E+12;Lorena Makarna Tel Sehriye, Vermicelli 500g;;Lebensmittel;7;0,46;0,59;319;0;01.06.2026;01.06.2026;;0;0
31000716;4,25E+12;Lorena makarna Tel Sehriye, Vermicelli 1kg;;Lebensmittel;7;0,96;1,19;195;0;01.06.2026;01.06.2026;;0;0
31000717;4,25E+12;Lorena Makarna Arpa Sehriye 1kg;;Lebensmittel;7;0,96;1,19;200;0;01.06.2026;01.06.2026;;0;0
31000718;4,25E+12;Lorena Makarna Kus Kus 500g;;Lebensmittel;7;0,46;0,59;396;0;01.06.2026;01.06.2026;;0;0
31000719;4,25E+12;Lorena Makarna Kalem, Penne Rigate 500g;;Lebensmittel;7;0,46;0,59;400;0;01.06.2026;01.06.2026;;0;0
31000720;4,25E+12;Lorena Makarna Carliston 500g;;Lebensmittel;7;0,46;0,59;360;0;01.06.2026;01.06.2026;;0;0
31000721;4,25E+12;Lorena Makarna Manti, Lumache 500g;;Lebensmittel;7;0,46;0,59;399;0;01.06.2026;01.06.2026;;0;0
31000722;4,25E+12;Lorena Makarna Ince Kesme, Sedadini Rigate 500g;;Lebensmittel;7;0,46;0,59;380;0;01.06.2026;01.06.2026;;0;0
31000723;4,25E+12;Lorena Makarna Arpa Sehriye 500g;;Lebensmittel;7;0,46;0,59;356;0;01.06.2026;01.06.2026;;0;0
31000724;4,25E+12;Lorena Makarna Spaghetti 500g;;Lebensmittel;7;0,46;0,59;400;0;01.06.2026;01.06.2026;;0;0
31000725;4,25E+12;Lorena Makarna Burgu, Fusilli 500g;;Lebensmittel;7;0,46;0,59;360;0;01.06.2026;01.06.2026;;0;0
31000726;4,25E+12;Lorena Makarna Dirsek 500g;;Lebensmittel;7;0,46;0,59;400;0;01.06.2026;01.06.2026;;0;0
31000727;4,25E+12;Lorena Makarna Boncuk 500g;;Lebensmittel;7;0,46;0,59;390;0;01.06.2026;01.06.2026;;0;0
31000728;4,25E+12;Lorena Makarna Kelebek, Farfalle 500g;;Lebensmittel;7;0,46;0,59;358;0;01.06.2026;01.06.2026;;0;0
31000729;4,25E+12;Lorena Makarna Fiyonik, Tripolini 500g;;Lebensmittel;7;0,46;0,59;394;0;01.06.2026;01.06.2026;;0;0
31000730;;Diverse;;;19;0;0;-5;0;01.06.2026;01.06.2026;;0;0
31000731;;Diverse2;;;7;0;0;-4;0;01.06.2026;01.06.2026;;0;0
31000732;;Metzgerzwiebel 25kg;;Gemüse;7;7,5;0;1.056,00;0;01.06.2026;01.06.2026;;0;0
31000735;;Speisekartoffeln Belana Festkochend Qualität 1  2,5kg;;Gemüse;7;0,5;1,49;0;0;02.06.2026;02.06.2026;;0;0
31000736;;Speisekartoffeln Queen Anne vorm. Festk. Qualität 1  2,5kg;;Gemüse;7;0,5;1,49;-10;0;02.06.2026;02.06.2026;;0;0
31000737;;Speisekartoffeln Belana Qualität 1  10kg;;Gemüse;7;5;7,99;19;0;02.06.2026;02.06.2026;;0;0
31000738;;Speisekartoffeln Belana Festkochend Qualität 1  10kg;;Gemüse;7;2;3,99;70;0;02.06.2026;02.06.2026;;0;0
31000739;;Speisezwiebeln Klasse 2  5kg;;Gemüse;7;1,35;2,49;596;0;02.06.2026;02.06.2026;;0;0
31000740;;Speisekartoffeln Belana Festkochend Qualität 1  5kg;;Gemüse;7;1,1;2,49;-4;0;02.06.2026;02.06.2026;;0;0
31000741;;Speisezwiebeln Klasse 2  1kg;;Gemüse;7;0,4;1,19;40;0;02.06.2026;02.06.2026;;0;0
31000742;;Speisekartoffeln Annabelle Ubergroße  25kg;;Gemüse;7;6,5;0;31;0;02.06.2026;02.06.2026;;0;0
31000743;;Speisezwiebeln Rote Klasse 2   1kg;;Gemüse;7;0,65;1,59;637;0;02.06.2026;02.06.2026;;0;0
31000744;;Speisekartoffeln Annabelle klein  25kg;;Gemüse;7;6,5;0;35;0;02.06.2026;02.06.2026;;0;0
31000745;;Speisekartoffeln Brätlinge A. gew. Fk.  10kg;;Gemüse;7;8,5;0;25;0;02.06.2026;02.06.2026;;0;0
31000746;;Rote Zwiebeln Größe 60-80  10 Kg;;Gemüse;7;3,5;0;0;0;02.06.2026;02.06.2026;;0;0
31000747;;Rote Zwiebeln Größe 75-105  10 Kg;;Gemüse;7;4,65;0;0;0;02.06.2026;02.06.2026;;0;0
31000749;;Praktitex Pro Mikrofasertuch, blau 40x40cm 10er Pack;;Verpackung/Reinigungsmittel/Hygiene;19;7,63;9,19;58;0;02.06.2026;02.06.2026;;0;0
31000750;;Praktitex Pro Mikrofasertuch, gelb 40x40cm 10er Pack;;Verpackung/Reinigungsmittel/Hygiene;19;7,63;9,19;60;0;02.06.2026;02.06.2026;;0;0
31000751;;Praktitex Pro Mikrofasertuch, grün 40x40cm 10er Pack;;Verpackung/Reinigungsmittel/Hygiene;19;7,63;9,19;59;0;02.06.2026;02.06.2026;;0;0
31000752;;Praktitex Pro Mikrosfasertuch, rosa 40x40cm 10er Pack;;Verpackung/Reinigungsmittel/Hygiene;19;7,63;9,19;60;0;02.06.2026;02.06.2026;;0;0
31000754;;Müllsäcke 120l BLAU, Typ 100;4,03E+12;Verpackung/Reinigungsmittel/Hygiene;19;3,16;3,79;388;0;02.06.2026;02.06.2026;;0;0
31000755;4,03E+12;zetFlower Toilettenpapier 2-lagig, altweiß 250 Blatt, 8 Rollen;;Verpackung/Reinigungsmittel/Hygiene;19;1,62;2,19;528;1,69;29.06.2026;01.08.2026;;0;0
31000756;4,03E+12;zetFlower Toilettenpapier 3-lagig, weiß 250 Blatt, 8 Rollen;;Verpackung/Reinigungsmittel/Hygiene;19;2,21;2,79;527;2,29;29.06.2026;01.08.2026;;0;0
31000758;;Pakistani Aubergine  5kg;;Gemüse;7;0;0;-8;0;04.06.2026;04.06.2026;;0;0
31000759;;Mini Green Aubergine  4kg;;Gemüse;7;0;0;8;0;04.06.2026;04.06.2026;;0;0
31000760;;Green Long Been  6kg;;Gemüse;7;0;0;0;0;04.06.2026;04.06.2026;;0;0
31000762;;Gestreifte Wassermelone - 3Stc;;Obst;7;0;0;5;0;04.06.2026;04.06.2026;;0;0
31000763;8,01E+12;Rotwein Toscana Sangiovese 0,75l;;Alkohol;19;1,7;2,99;2.399,00;1,75;29.06.2026;01.08.2026;;0;0
31000764;8,01E+12;Rosewein Toscana Rosso 0,75l;;Alkohol;19;1,7;1,99;1.790,00;1,75;29.06.2026;01.08.2026;;0;0
31000766;4,01E+12;La Perla Tomatenpaprika rot , Streifen ,Mariniert 2000g;;Konserven;7;5,49;6,99;90;0;04.06.2026;04.06.2026;;0;0
31000767;4,01E+12;La Perla Tomatenpaprika rot,grün,gelb Streifen  2000g;;Konserven;7;5,62;6,99;90;0;04.06.2026;04.06.2026;;0;0
31000768;4,01E+12;La Perla Tomaten gewürfelt  2910g;;Konserven;7;3,53;4,99;150;0;04.06.2026;04.06.2026;;0;0
31000769;;Gestreifte Wassermelone - 2Stc;;Obst;7;0;0;37;0;04.06.2026;04.06.2026;;0;0
31000770;;Ingwer 5kg;;Gemüse;7;8,5;0;164;0;04.06.2026;04.06.2026;;0;0
31000771;;Gurken;;Gemüse;7;7;9,3;152;0;04.06.2026;04.06.2026;;0;0
31000773;;Apfelsinen Valencia 15Kg - Pressorangen;;Obst;7;9;9,99;47;0;05.06.2026;05.06.2026;;0;0
31000774;4,03E+12;FUCHS Pfeffer Schwarz Gemahlen 1Kg;;Gewürze;7;19,95;22;10;0;29.05.2026;29.05.2026;;0;0
31000775;8,68E+12;Yakamoz Raki  0,5L;8,68E+12;Alkohol;19;14,99;16,99;66;15;29.06.2026;01.08.2026;;0;0
31000776;8,68E+12;Yakamoz Aydeniz Aperitivo 0,7L;8,68E+12;Alkohol;19;7,99;9,99;65;8,49;29.06.2026;01.08.2026;;0;0
31000777;8,68E+12;Yakamoz Mokka Likör  0,5L;8,68E+12;Alkohol;19;7,99;9,99;66;8,49;29.06.2026;01.08.2026;;0;0
31000778;;LYDIA Salat Mayonnaise  50%  10L;8,72E+12;Saucen;7;17,85;18,9;16;0;07.06.2026;07.06.2026;;0;0
31000779;8,72E+12;LYDIA Curry Ketchup  10kg;;Saucen;7;14,69;17,99;20;0;07.06.2026;07.06.2026;;0;0
31000780;8,72E+12;LYDIA Senf Mild  5kg;;Saucen;7;8,95;11,49;15;0;07.06.2026;07.06.2026;;0;0
31000781;8,72E+12;LYDIA Rindersalami Halal Scheiben  500g;8,72E+12;Lebensmittel;7;6,27;7,99;30;0;07.06.2026;07.06.2026;;0;0
31000782;4,02E+12;Menübox IP4 1-teilig beige 2x100 - 200er Pack;;Verpackung/Reinigungsmittel/Hygiene;19;19,96;23,99;40;0;07.06.2026;07.06.2026;;0;0
31000783;4,02E+12;Menübox IP4 2-teilig beige 2x100 - 200er Pack;;Verpackung/Reinigungsmittel/Hygiene;19;19,96;23,99;40;0;07.06.2026;07.06.2026;;0;0
31000784;4,02E+12;Hamburgerbox IP6 weiß  4x125St;4,02E+12;Verpackung/Reinigungsmittel/Hygiene;19;28,96;33,99;33;0;07.06.2026;07.06.2026;;0;0
31000785;8,72E+12;REAL AMERICAN Cheddar Käse 45+88 Scheiben 1082g;8,72E+12;Kühlschrankware;7;7,89;9,49;40;0;07.06.2026;07.06.2026;;0;0
31000786;8,72E+12;D.P. Pizzabox italia 28x28x4cm Braun Kraft 100st;8,72E+12;Verpackung/Reinigungsmittel/Hygiene;19;10,5;12,6;45;0;07.06.2026;07.06.2026;;0;0
31000787;8,72E+12;D.P. Pizzabox italia 32x32x4cm Braun Kraft 100st;;Verpackung/Reinigungsmittel/Hygiene;19;12,8;15,36;90;0;07.06.2026;07.06.2026;;0;0
31000788;;D.P. Pizzabox italia 30x30x4cm Braun Kraft 100st;;Verpackung/Reinigungsmittel/Hygiene;19;11,5;13,8;90;0;07.06.2026;07.06.2026;;0;0
31000789;;Handtuchpapier AK410;;Verpackung/Reinigungsmittel/Hygiene;19;10,8;12,99;10;10,99;29.06.2026;01.08.2026;;0;0
31000790;8,72E+12;HOLLANDSCHE Dill Chips  2300g;;Konserven;7;4,21;5,19;16;0;07.06.2026;07.06.2026;;0;0
31000791;;Handtuchpapier, weiß 2-lagig AK430;;Verpackung/Reinigungsmittel/Hygiene;19;13,9;16,99;43;13,99;29.06.2026;01.08.2026;;0;0
31000792;8,72E+12;LYDIA Mayonnaise 50% Beutel  100x200ml;;Saucen;7;8,2;10,8;2;0;07.06.2026;07.06.2026;;0;0
31000793;;Süsskartoffel;;Gemüse;7;0;8,5;145;0;07.06.2026;07.06.2026;;0;0
31000794;;Limetten  BRA  4,5kg;;Obst;7;4,5;0;155;0;07.06.2026;07.06.2026;;0;0
31000795;;Paprika Carli / Carli Biber  6kg;;Gemüse;7;10,6;0;16;0;08.06.2026;08.06.2026;;0;0
31000796;;Paprika Sivri / Sivri Biber  6kg;;Gemüse;7;10,6;0;0;0;08.06.2026;08.06.2026;;0;0
31000797;;Paprika Dolma / Dolma Biber  6kg;;Gemüse;7;10,5;0;1;0;08.06.2026;08.06.2026;;0;0
31000798;;Paprika Üc Burun / Köy Biberi  6kg;;Gemüse;7;12,9;0;0;0;08.06.2026;08.06.2026;;0;0
31000799;;Kil Sivri Bíber;;Gemüse;7;18,75;0;0;0;08.06.2026;08.06.2026;;0;0
31000800;;Rote Chili / Kirmizi Sili   3kg;;Gemüse;7;14,4;0;16;0;08.06.2026;08.06.2026;;0;0
31000801;;Rote Chili / Kirmizi Sili   6kg;;Gemüse;7;28,8;0;0;0;08.06.2026;08.06.2026;;0;0
31000802;;Grün Chili / Yesil Sili   3kg;;Gemüse;7;7,92;0;36;0;08.06.2026;08.06.2026;;0;0
31000803;;Grün Chili / Yesil Sili   6kg;;Gemüse;7;15,84;0;0;0;08.06.2026;08.06.2026;;0;0
31000804;;Aubergine TR / Patlican TR   6kg;;Gemüse;7;11,4;0;0;0;08.06.2026;08.06.2026;;0;0
31000805;;Mini Zucchini / Mini Kabak;;Gemüse;7;8,6;0;5;0;08.06.2026;08.06.2026;;0;0
31000806;;Can Erik  Schale  10x500gr;;Obst;7;21;0;-17;0;08.06.2026;08.06.2026;;0;0
31000807;;Can Erik  Beutel  10x500gr;;Obst;7;21;0;5;0;08.06.2026;08.06.2026;;0;0
31000808;;Acur;;Gemüse;7;7,76;0;0;0;08.06.2026;08.06.2026;;0;0
31000809;;Kenger;;Gemüse;7;15,6;0;15;0;08.06.2026;08.06.2026;;0;0
31000810;;Kelek;;Obst;7;16,5;0;0;0;08.06.2026;08.06.2026;;0;0
31000811;;Kavun Kirkagac;;Obst;7;1,38;0;0;0;08.06.2026;08.06.2026;;0;0
31000812;;Pilze  3kg;;Gemüse;7;8;10,2;17;0;08.06.2026;08.06.2026;;0;0
31000813;;Rucola   10st;;Gemüse;7;7;9,6;0;0;08.06.2026;08.06.2026;;0;0
31000814;;Rettich  10st;;Gemüse;7;13;12,5;4;0;08.06.2026;08.06.2026;;0;0
31000815;;POLPA Fine Pom. termo  3/5000g - Marchio Mamma Rosa;;Konserven;7;4,36;5,31;585;4,49;29.06.2026;01.08.2026;;0;0
31000816;1,80E+13;POLPA FINE DI POMODORA 5kg   Mamma Rosa;;Konserven;7;5,07;6,59;458;5,15;29.06.2026;01.08.2026;;0;0
31000817;;POMODORI Pomodori Pelati  termo 6/3000gr;4,26E+12;Konserven;7;2,79;3,73;5.675,00;2,85;29.06.2026;01.08.2026;;0;0
31000818;8,69E+12;Pamukkale Anfora SHIRAZ  0,75L;;Alkohol;19;4,71;7,75;120;0;10.06.2026;10.06.2026;;0;0
31000819;8,69E+12;Pamukkale Anfora  ÖKÜZGÖZÜ  0,75L;;Alkohol;19;4,71;7,75;58;0;10.06.2026;10.06.2026;;0;0
31000820;8,69E+12;Pamukkale Anfora  CHARONNAY  0,75L;;Alkohol;19;4,71;7,75;239;0;10.06.2026;10.06.2026;;0;0
31000821;8,69E+12;Pamukkale Anfora  BLEND  0,75L;;Alkohol;19;4,71;7,75;72;0;10.06.2026;10.06.2026;;0;0
31000822;;DHL Paket Muster;;Lieferung/Fracht;19;5,9;0;1;0;10.06.2026;10.06.2026;;0;0
31000823;8,00E+12;Olio Basso - Extra Virgin Olivenöl - 1L;;Öle;7;4,59;5,99;422;4,69;29.06.2026;01.08.2026;;0;0
31000824;8,01E+12;Pasta  Reggia Elicoidali  Nr.23 - 500g;8,01E+12;Lebensmittel;7;0,47;0,59;999;0;10.06.2026;10.06.2026;;0;0
31000825;8,01E+12;Pasta  Reggia Spaghetti  Nr.19 - 500g;8,01E+12;Lebensmittel;7;0,47;0,95;2.568,00;0;10.06.2026;10.06.2026;;0;0
31000826;8,01E+12;Pasta  Reggia Penne Ziti Rigate  Nr.34 - 500g;;Lebensmittel;7;0,47;0,59;1.008,00;0;10.06.2026;10.06.2026;;0;0
31000828;;Mango Kent;;Obst;7;8,15;0;72;0;11.06.2026;11.06.2026;;0;0
31000829;;Fresh Hen Eggs Eier, KL. A, Weiß, Gr. M, 180er Box;;Molkerei;7;22,5;28,12;114;0;14.06.2026;14.06.2026;;0;0
31000830;;Soja / Tauge;;Gemüse;7;8,8;0;25;0;12.06.2026;12.06.2026;;0;0
31000831;;Fresh Hen Eggs Eier, KL. A, Weiß, Gr. L, 180er Pack;;Molkerei;7;24;30;23;0;14.06.2026;14.06.2026;;0;0
31000832;;Packed/Verpackt Fresh Hen Eggs Eier, KL. A, Weiß, Gr. M,  300er Box;;Molkerei;7;42;52;28;0;14.06.2026;14.06.2026;;0;0
31000833;8,72E+12;Oilio - Öl Plastik  10L;;Öle;7;13,19;16,45;202;14,99;14.06.2026;14.06.2026;;0;0
31000834;;Premium Nigeria Holzkohle  10kg;;Grillkohle;19;10,5;13,13;65;10,99;29.06.2026;01.08.2026;;0;0
31000835;;Premium Paraguay Holzkohle  10kg;;Grillkohle;19;10,5;13,13;0;10,99;29.06.2026;01.08.2026;;0;0
31000836;8,00E+12;De Cecco Tortiglioni 500g;1,08E+24;Lebensmittel;7;1,44;1,81;432;0;15.06.2026;15.06.2026;;0;0
31000837;8,00E+12;De Cecco Fedelini 500g;1,08E+24;Lebensmittel;7;1,44;1,81;816;0;15.06.2026;15.06.2026;;0;0
31000838;8,00E+12;De Cecco Spaghettini 500g;1,08E+24;Lebensmittel;7;1,44;1,81;816;1,49;27.06.2026;01.08.2026;;0;0
31000839;;De Cecco Mezzi Tufoli 500g;;Lebensmittel;7;1,45;1,81;0;1,49;27.06.2026;01.08.2026;;0;0
31000840;8,00E+12;De Cecco Mezzi Rigatoni 500g;1,08E+24;Lebensmittel;7;1,44;1,81;216;1,49;27.06.2026;01.08.2026;;0;0
31000841;8,00E+12;De Cecco Pennoni Rigati 500g;1,08E+24;Lebensmittel;7;1,44;1,81;191;1,49;27.06.2026;01.08.2026;;0;0
31000842;8,00E+12;De Cecco Lasagna Estero 500g;010800125001879310L01226043;Lebensmittel;7;1,91;2,4;360;0;15.06.2026;15.06.2026;;0;0
31000843;8,00E+12;De Cecco Lasagna Timballo Uovo 500g;1,08E+24;Lebensmittel;7;2,44;3,07;360;0;15.06.2026;15.06.2026;;0;0
31000844;8,00E+12;De Cecco Cannelloni All´ Uovo 250g;1,08E+24;Lebensmittel;7;1,74;2,2;180;0;15.06.2026;15.06.2026;;0;0
31000845;8,00E+12;De Cecco Tagliatelline Matas. Uovo 250g;1,08E+24;Lebensmittel;7;1,28;1,61;192;0;15.06.2026;15.06.2026;;0;0
31000846;8,00E+12;De Cecco Tagliatelline Paglia/Fieno Mat. Uovo 250g;1,08E+24;Lebensmittel;7;1,28;1,61;192;0;15.06.2026;15.06.2026;;0;0
31000847;8,00E+12;De Cecco Fettuccine Matass. Uovo 3kg;1,08E+24;Lebensmittel;7;1,28;1,61;189;0;15.06.2026;15.06.2026;;0;0
31000848;8,00E+12;De Cecco Spinach Tagliatelle Egg 12x8.8 Oz;1,08E+24;Lebensmittel;7;1,28;1,61;192;0;15.06.2026;15.06.2026;;0;0
31000849;8,00E+12;De Cecco Fettuccine Uovo/Spin 250g;1,08E+24;Lebensmittel;7;1,27;1,6;144;0;15.06.2026;15.06.2026;;0;0
31000850;8,00E+12;De Cecco Gnocchi Di Patate Fresche 500g;1,08E+24;Lebensmittel;7;1,53;1,93;240;1,59;27.06.2026;01.08.2026;;0;0
31000851;8,00E+12;De Cecco Gnocchi Di Patate Cee Expo 500g;1,08E+24;Lebensmittel;7;1,34;1,68;240;1,39;27.06.2026;01.08.2026;;0;0
31000852;8,00E+12;De Cecco Chicche Di Patate 250gr Expo;1,08E+24;Lebensmittel;7;0,7;0,88;400;0;15.06.2026;15.06.2026;;0;0
31000853;;Bohnen  4kg;;Gemüse;7;16;21;17;0;15.06.2026;15.06.2026;;0;0
31000854;;Paprika Rot - 8kg;;Gemüse;7;14,5;17,4;0;0;15.06.2026;15.06.2026;;0;0
31000855;4,26E+12;Uludag Gazoz  24x0,33L;4,26E+12;Getränke;19;13,75;15,49;133;0;16.06.2026;16.06.2026;DPG Pfand EINWEG 0,25 - 24er - 6,00 Euro;113;0
31000856;4,26E+12;Dolu Premium  24x0,5L;5,70E+12;Getränke;19;3,8;4,99;239;4,99;27.06.2026;11.07.2026;DPG Pfand EINWEG 0,25 - 24er - 6,00 Euro;113;0
31000857;4,26E+12;Dolu Classic Sprudel 24x0,5L;;Getränke;19;4,1;5,29;113;5,29;29.06.2026;11.07.2026;DPG Pfand EINWEG 0,25 - 24er - 6,00 Euro;113;0
