Artikeltext1;Gruppe;MwSt;vkNetto;vkBrutto
Nergiz Haslanmis Beyaz Fasülye, Weiße Bohnen gekocht 800g;Konserven;7;0,95;1,02
Nergiz Aksiyon Siyah Zeytin Uslu, Schwarze Oliven mit Stein 700g Vakuum;Konserven;7;2,19;2,34
Nergiz Aksiyon Siyah Zeytin Gemlik, Schwarze Oliven mit Stein PET 1,25kg;Konserven;7;4,69;5,02
Lorena Eriste Makarna 500g;Lebensmittel;7;0,59;0,63
Lorena Makarna Tel Sehriye, Vermicelli 500g;Lebensmittel;7;0,59;0,63
Lorena makarna Tel Sehriye, Vermicelli 1kg;Lebensmittel;7;1,19;1,27
Lorena Makarna Arpa Sehriye 1kg;Lebensmittel;7;1,19;1,27
Lorena Makarna Kus Kus 500g;Lebensmittel;7;0,59;0,63
Lorena Makarna Kalem, Penne Rigate 500g;Lebensmittel;7;0,59;0,63
Lorena Makarna Carliston 500g;Lebensmittel;7;0,59;0,63
Lorena Makarna Manti, Lumache 500g;Lebensmittel;7;0,59;0,63
Lorena Makarna Ince Kesme, Sedadini Rigate 500g;Lebensmittel;7;0,59;0,7
Lorena Makarna Arpa Sehriye 500g;Lebensmittel;7;0,59;0,63
Lorena Makarna Spaghetti 500g;Lebensmittel;7;0,59;0,63
Lorena Makarna Burgu, Fusilli 500g;Lebensmittel;7;0,59;0,63
Lorena Makarna Dirsek 500g;Lebensmittel;7;0,59;0,63
Lorena Makarna Boncuk 500g;Lebensmittel;7;0,59;0,63
Lorena Makarna Kelebek, Farfalle 500g;Lebensmittel;7;0,59;0,63
Lorena Makarna Fiyonik, Tripolini 500g;Lebensmittel;7;0,59;0,63
Diverse;;19;0;0
Diverse2;;7;0;0
Metzgerzwiebel 25kg;Gemüse;7;0;0
Speisekartoffeln Belana Festkochend Qualität 1  2,5kg;Gemüse;7;1,49;1,59
Speisekartoffeln Queen Anne vorm. Festk. Qualität 1  2,5kg;Gemüse;7;1,49;1,59
Speisekartoffeln Belana Qualität 1  10kg;Gemüse;7;7,99;8,55
Speisekartoffeln Belana Festkochend Qualität 1  10kg;Gemüse;7;3,99;4,27
Speisezwiebeln Klasse 2  5kg;Gemüse;7;2,49;2,66
Speisekartoffeln Belana Festkochend Qualität 1  5kg;Gemüse;7;2,49;2,66
Speisezwiebeln Klasse 2  1kg;Gemüse;7;1,19;1,27
Speisekartoffeln Annabelle Ubergroße  25kg;Gemüse;7;0;0
Speisezwiebeln Rote Klasse 2   1kg;Gemüse;7;1,59;1,7
Speisekartoffeln Annabelle klein  25kg;Gemüse;7;0;0
Speisekartoffeln Brätlinge A. gew. Fk.  10kg;Gemüse;7;0;0
Rote Zwiebeln Größe 60-80  10 Kg;Gemüse;7;0;0
Rote Zwiebeln Größe 75-105  10 Kg;Gemüse;7;0;0
Praktitex Pro Mikrofasertuch, blau 40x40cm 10er Pack;Verpackung/Reinigungsmittel/Hygiene;19;9,19;10,94
Praktitex Pro Mikrofasertuch, gelb 40x40cm 10er Pack;Verpackung/Reinigungsmittel/Hygiene;19;9,19;10,94
Praktitex Pro Mikrofasertuch, grün 40x40cm 10er Pack;Verpackung/Reinigungsmittel/Hygiene;19;9,19;10,94
Praktitex Pro Mikrosfasertuch, rosa 40x40cm 10er Pack;Verpackung/Reinigungsmittel/Hygiene;19;9,19;10,94
Müllsäcke 120l BLAU, Typ 100;Verpackung/Reinigungsmittel/Hygiene;19;3,79;4,51
zetFlower Toilettenpapier 2-lagig, altweiß 250 Blatt, 8 Rollen;Verpackung/Reinigungsmittel/Hygiene;19;2,19;2,61
zetFlower Toilettenpapier 3-lagig, weiß 250 Blatt, 8 Rollen;Verpackung/Reinigungsmittel/Hygiene;19;2,79;3,32
Pakistani Aubergine  5kg;Gemüse;7;0;0
Mini Green Aubergine  4kg;Gemüse;7;0;0
Green Long Been  6kg;Gemüse;7;0;0
Gestreifte Wassermelone - 3Stc;Obst;7;0;0
Rotwein Toscana Sangiovese 0,75l;Alkohol;19;2,99;3,56
Rosewein Toscana Rosso 0,75l;Alkohol;19;1,99;2,37
La Perla Tomatenpaprika rot , Streifen ,Mariniert 2000g;Konserven;7;6,99;7,48
La Perla Tomatenpaprika rot,grün,gelb Streifen  2000g;Konserven;7;6,99;7,48
La Perla Tomaten gewürfelt  2910g;Konserven;7;4,99;5,34
Gestreifte Wassermelone - 2Stc;Obst;7;0;0
Ingwer 5kg;Gemüse;7;0;0
Gurken;Gemüse;7;9,3;9,95
Apfelsinen Valencia 15Kg - Pressorangen;Obst;7;9,99;10,69
FUCHS Pfeffer Schwarz Gemahlen 1Kg;Gewürze;7;22;23,54
Yakamoz Raki  0,5L;Alkohol;19;16,99;20,22
Yakamoz Aydeniz Aperitivo 0,7L;Alkohol;19;9,99;11,89
Yakamoz Mokka Likör  0,5L;Alkohol;19;9,99;11,89
LYDIA Salat Mayonnaise  50%  10L;Saucen;7;18,9;20,22
LYDIA Curry Ketchup  10kg;Saucen;7;17,99;19,25
LYDIA Senf Mild  5kg;Saucen;7;11,49;12,29
LYDIA Rindersalami Halal Scheiben  500g;Lebensmittel;7;7,99;8,55
Menübox IP4 1-teilig beige 2x100 - 200er Pack;Verpackung/Reinigungsmittel/Hygiene;19;23,99;28,55
Menübox IP4 2-teilig beige 2x100 - 200er Pack;Verpackung/Reinigungsmittel/Hygiene;19;23,99;28,55
Hamburgerbox IP6 weiß  4x125St;Verpackung/Reinigungsmittel/Hygiene;19;33,99;40,45
REAL AMERICAN Cheddar Käse 45+88 Scheiben 1082g;Kühlschrankware;7;9,49;10,15
D.P. Pizzabox italia 28x28x4cm Braun Kraft 100st;Verpackung/Reinigungsmittel/Hygiene;19;12,6;14,99
D.P. Pizzabox italia 32x32x4cm Braun Kraft 100st;Verpackung/Reinigungsmittel/Hygiene;19;15,36;18,28
D.P. Pizzabox italia 30x30x4cm Braun Kraft 100st;Verpackung/Reinigungsmittel/Hygiene;19;13,8;16,42
Handtuchpapier AK410;Verpackung/Reinigungsmittel/Hygiene;19;12,99;15,46
HOLLANDSCHE Dill Chips  2300g;Konserven;7;5,19;5,55
Handtuchpapier, weiß 2-lagig AK430;Verpackung/Reinigungsmittel/Hygiene;19;16,99;20,22
LYDIA Mayonnaise 50% Beutel  100x200ml;Saucen;7;10,8;11,56
Süsskartoffel;Gemüse;7;8,5;9,1
Limetten  BRA  4,5kg;Obst;7;0;0
Paprika Carli / Carli Biber  6kg;Gemüse;7;0;0
Paprika Sivri / Sivri Biber  6kg;Gemüse;7;0;0
Paprika Dolma / Dolma Biber  6kg;Gemüse;7;0;0
Paprika Üc Burun / Köy Biberi  6kg;Gemüse;7;0;0
Kil Sivri Bíber;Gemüse;7;0;0
Rote Chili / Kirmizi Sili   3kg;Gemüse;7;0;0
Rote Chili / Kirmizi Sili   6kg;Gemüse;7;0;0
Grün Chili / Yesil Sili   3kg;Gemüse;7;0;0
Grün Chili / Yesil Sili   6kg;Gemüse;7;0;0
Aubergine TR / Patlican TR   6kg;Gemüse;7;0;0
Mini Zucchini / Mini Kabak;Gemüse;7;0;0
Can Erik  Schale  10x500gr;Obst;7;0;0
Can Erik  Beutel  10x500gr;Obst;7;0;0
Acur;Gemüse;7;0;0
Kenger;Gemüse;7;0;0
Kelek;Obst;7;0;0
Kavun Kirkagac;Obst;7;0;0
Pilze  3kg;Gemüse;7;10,2;10,91
Rucola   10st;Gemüse;7;9,6;10,27
Rettich  10st;Gemüse;7;12,5;13,38
POLPA Fine Pom. termo  3/5000g - Marchio Mamma Rosa;Konserven;7;5,31;5,68
POLPA FINE DI POMODORA 5kg   Mamma Rosa;Konserven;7;6,59;7,05
POMODORI Pomodori Pelati  termo 6/3000gr;Konserven;7;3,73;3,99
Pamukkale Anfora SHIRAZ  0,75L;Alkohol;19;7,75;9,22
Pamukkale Anfora  ÖKÜZGÖZÜ  0,75L;Alkohol;19;7,75;9,22
Pamukkale Anfora  CHARONNAY  0,75L;Alkohol;19;7,75;9,22
Pamukkale Anfora  BLEND  0,75L;Alkohol;19;7,75;9,22
DHL Paket Muster;Lieferung/Fracht;19;0;0
Olio Basso - Extra Virgin Olivenöl - 1L;Öle;7;5,99;6,41
Pasta  Reggia Elicoidali  Nr.23 - 500g;Lebensmittel;7;0,59;0,63
Pasta  Reggia Spaghetti  Nr.19 - 500g;Lebensmittel;7;0,95;1,02
Pasta  Reggia Spaghetti  Nr.19 - 500g;Lebensmittel;7;0,59;0,63
Pasta  Reggia Penne Ziti Rigate  Nr.34 - 500g;Lebensmittel;7;0,59;0,63
Mango Kent;Obst;7;0;0
Fresh Hen Eggs Eier, KL. A, Weiß, Gr. M, 180er Box;Molkerei;7;28,12;30,09
Soja / Tauge;Gemüse;7;0;0
Fresh Hen Eggs Eier, KL. A, Weiß, Gr. L, 180er Pack;Molkerei;7;30;32,1
Packed/Verpackt Fresh Hen Eggs Eier, KL. A, Weiß, Gr. M,  300er Box;Molkerei;7;52;55,64
Oilio - Öl Plastik  10L;Öle;7;16,45;17,6
Premium Nigeria Holzkohle  10kg;Grillkohle;19;13,13;15,62
Premium Paraguay Holzkohle  10kg;Grillkohle;19;13,13;15,62
De Cecco Tortiglioni 500g;Lebensmittel;7;1,81;1,94
De Cecco Fedelini 500g;Lebensmittel;7;1,81;1,94
De Cecco Spaghettini 500g;Lebensmittel;7;1,81;1,94
De Cecco Mezzi Tufoli 500g;Lebensmittel;7;1,81;1,94
De Cecco Mezzi Rigatoni 500g;Lebensmittel;7;1,81;1,94
De Cecco Pennoni Rigati 500g;Lebensmittel;7;1,81;1,94
De Cecco Lasagna Estero 500g;Lebensmittel;7;2,4;2,86
De Cecco Lasagna Timballo Uovo 500g;Lebensmittel;7;3,07;3,28
De Cecco Cannelloni All´ Uovo 250g;Lebensmittel;7;2,2;2,35
De Cecco Tagliatelline Matas. Uovo 250g;Lebensmittel;7;1,61;1,72
De Cecco Tagliatelline Paglia/Fieno Mat. Uovo 250g;Lebensmittel;7;1,61;1,72
De Cecco Fettuccine Matass. Uovo 3kg;Lebensmittel;7;1,61;1,72
De Cecco Spinach Tagliatelle Egg 12x8.8 Oz;Lebensmittel;7;1,61;1,72
De Cecco Fettuccine Uovo/Spin 250g;Lebensmittel;7;1,6;1,71
De Cecco Gnocchi Di Patate Fresche 500g;Lebensmittel;7;1,93;2,07
De Cecco Gnocchi Di Patate Cee Expo 500g;Lebensmittel;7;1,68;1,8
De Cecco Chicche Di Patate 250gr Expo;Lebensmittel;7;0,88;0,94
Bohnen  4kg;Gemüse;7;21;22,47
Paprika Rot - 8kg;Gemüse;7;17,4;18,62
Uludag Gazoz  24x0,33L;Getränke;19;15,49;18,43
Dolu Premium  24x0,5L;Getränke;19;4,99;5,94
Dolu Classic Sprudel 24x0,5L;Getränke;19;5,29;6,3
Red Bull 24x0,25L;Getränke;19;21,49;25,57
Fleisch Tomaten;Gemüse;7;7,8;8,35
Barilla Tortiglioni  3x3kg;Lebensmittel;7;8,99;9,62
Barilla  Mezzi Rigatoni  3x3kg;Lebensmittel;7;8,99;9,62
Barilla  Fusilli  3x3kg;Lebensmittel;7;8,99;9,62
Barilla  Penne Rigate  3x3kg;Lebensmittel;7;8,99;9,62
Barilla  Spaghetti  4x3kg;Lebensmittel;7;8,99;9,62
Barilla Linguine  4x3kg;Lebensmittel;7;8,99;9,62
Barilla  Paccheri  6x1kg;Lebensmittel;7;5,29;5,66
Barilla  Spaghetti  12x1kg;Lebensmittel;7;2,79;2,99
Barilla  Penne Rigate 15x1kg;Lebensmittel;7;2,79;2,99
Barilla  Fusilli  12x1kg;Lebensmittel;7;2,79;2,99
Barilla  Tagliatelle  12x500g;Lebensmittel;7;2,09;2,24
Barilla  Green Tagliatelle  12x500g;Lebensmittel;7;2,09;2,24
Barilla  Lasagne 15x500g;Lebensmittel;7;2,09;2,24
Barilla  Fettuccine Semola 12x500g;Lebensmittel;7;2,09;2,24
Barilla  Cannelloni Semola  12x250g;Lebensmittel;7;2,09;2,24
Barilla  Mezze Penne Tric.  14x500g;Lebensmittel;7;2,09;2,24
Barilla  Basilico  6x400g;Lebensmittel;7;2,79;2,99
Barilla  Napoletana  6x400g;Lebensmittel;7;2,79;2,99
Barilla  Arrabbiata  6x400g;Lebensmittel;7;2,79;2,99
Barilla  Pomodoro  6x400g;Lebensmittel;7;2,79;2,99
Grillkohle;Grillkohle;19;1,43;1,7
Shishakohle Maximos premium Hookah Charcoal 27x27;Grillkohle;19;2,81;3,34
Maximos Sawdust Kohle (Delikli Briket) 10kg;Grillkohle;19;1,43;1,7
Brasilien Hühnerbrustfilet gesalzt 6x2kg TK - ASIA;TK Tiefkühl;7;44,99;48,14
"Gegrillte Ente 16x2 BON DIM"" China 10kg - ASIA""";Asia;7;72,99;78,1
"Gegrillte Ente 18x2 BON DIM"" China 10kg - ASIA""";Asia;7;72,99;78,1
Rinderoberschale ohne Deckel Argen TK - ASIA;TK Tiefkühl;7;13,19;14,11
Schweineoberschale ohne Deckel Pate TK - ASIA;TK Tiefkühl;7;4,49;4,8
ASIAN CUISINE Tsingtao Minifrühlingsrolle Tsingtao 60x15g - ASIA;Asia;7;2,49;2,66
ASIAN CUISINE Knoblauch gehackt 1kg  TK - ASIA;TK Tiefkühl;7;1,99;2,13
Lauchzwiebel  14 Bund;Gemüse;7;0,62;0,66
Radieschen Radicchio  2,5kg;Gemüse;7;8,12;8,69
Lollo Bionda grün 9er - Kivircik Salata;Gemüse;7;6,25;6,69
Mix Salat 9er;Gemüse;7;6,25;6,69
Hähnchen Streifen gegart u geröstet 2,5kg Beutel BLAU Halal TK - ASIA;TK Tiefkühl;7;13,49;14,43
Pangasiusfilet  170-230g , 10x1kg  TK - ASIA;TK Tiefkühl;7;2,99;3,2
Currytasche Trigon 10x96x12 , 5g TK- ASIA;TK Tiefkühl;7;4,39;4,7
Tori Gyoza mit Hähnchen&Gemüse 10x600g TK - ASIA;TK Tiefkühl;7;4,09;4,38
MAGIC LANTERN Gyoza mit Gemüse 600g CH  TK - ASIA;TK Tiefkühl;7;4,09;4,38
FLANDERS BEST Karotten Scheiben 4x2,5kg TK - ASIA;TK Tiefkühl;7;2,89;3,09
FLANDERS BEST Brokkoli Röschen 4x2,5kg  TK - ASIA;TK Tiefkühl;7;4,79;5,13
FLANDERS BEST Blumenkohl Röschen 35/60  4x2,5kg Oerlemans TK - ASIA;TK Tiefkühl;7;4,49;4,8
FLANDERS BEST Prinzessbohnen 4x2,5kg Karton , 6-8cm TK - ASIA;TK Tiefkühl;7;3,99;4,27
FLANDERS BEST Erbsen fein 4x2,5kg Karton TK - ASIA;TK Tiefkühl;7;3,69;3,95
Frühlingsrolleteig  215mm 40x20 , Singapore - ASIA;TK Tiefkühl;7;2,39;2,56
Frühlingsrolleteig  250mm 30x30 , Singapore - ASIA;TK Tiefkühl;7;2,29;2,45
Torpedo VNM Garn 26/30  10x800g TK - ASIA;TK Tiefkühl;7;6,99;7,48
"Quick Cookingnudeln 500g Long Teng"" 50109 - ASIA""";Asia;7;1,09;1,17
Long Teng Duftlangkorn Reis Kambodscha 18kg Sack - ASIA;Asia;7;21,99;23,53
Din Hau Duftlangkorn Jasmin Reis Kambodscha 18kg Sack - ASIA;Asia;7;22,99;24,6
USA Langkornreis AC 5 Sternen 18,2kg - ASIA;Asia;7;21,79;23,32
"Golden Rose"" Duftlangkorn Jasmin Reis Thai Hom Mali 18,2kg - ASIA""";Asia;7;34,99;37,44
Sushi Reis , Samurai Ichiban  9,08kg - ASIA;Asia;7;18,79;20,11
Sushi Reis 10kg VT Kabasuki - ASIA;Asia;7;15,49;16,57
AVEBE Kartoffelstärke 25kg - ASIA;Asia;7;31,49;33,69
AJIMONOTO Monosodium Glutamat 22,68kg France - ASIA;Asia;19;61,99;73,77
Schwarze Morcheln - getrocknete Pilze Black&White Fungus 1kg - ASIA;Asia;7;2,19;2,34
AROY-D Kokosmilch 1000ml TH - ASIA;Asia;7;3,19;3,41
"LEE KUM KEE Panda"" Austernsauce  2,27kg Dose - ASIA""";Asia;7;1,29;1,38
"LEE KUM KEE Panda"" Hoisin Sauce 2,27kg Dose - ASIA""";Asia;7;1,19;1,27
DIN HAU Bambusstreifen  2950g China - ASIA;Asia;7;3,19;3,41
DIN HAU Bambusscheiben 2950g China - ASIA;Asia;7;3,19;3,41
DIN HAU Bambusspitzen 2950g China - ASIA;Asia;7;3,19;3,41
THAI Tintenfischsauce 725ml - ASIA;Asia;7;2,39;2,56
OKAYA Teriyaki Sauce 1,80Lt - ASIA;Asia;7;1,79;1,92
LEE KUM KEE Dunkle Sojasauce 8Lt  - ASIA;Asia;7;17,99;19,25
LEE KUM KEE Helle Sojasauce 8Lt  - ASIA;Asia;7;16,99;18,18
COCK BRAND Sweet Chilli Sause for Chicken 650ml (800g) - ASIA;Asia;7;2,81;3,01
COCK BRAND Sweet Chili Sauce for Chicken 4,5Lt  TH - ASIA;Asia;7;11,19;11,97
Salatschale Deckel B2/G2 1794 100er Pack IP;Verpackung/Reinigungsmittel/Hygiene;19;5,29;6,3
COCK BRAND Rote Currypaste Cock 1kg TH - ASIA;Asia;7;4,79;5,13
COCK BRAND Grüne Currypaste 1kg  TH - ASIA;Asia;7;5,19;5,55
COCK BRAND Gelbe Currypaste 1kg  TH - ASIA;Asia;7;5,19;5,55
FARMER BRAND Bandnudel Reisnudel 5mm 400g TH - ASIA;Asia;7;1,19;1,27
FARMER BRAND Bandnudel Reisnudel 3mm 400g TH - ASIA;Asia;7;1,19;1,27
DIN HAU Sesamöl 1,85L - ASIA;Asia;7;9,49;10,15
GREEN DRAGON Mehl mit Backtriebmittel 1,5kg  - ASIA;Asia;7;3,09;3,31
OKEI Udon Nudeln Sanuki 200g - ASIA;Asia;7;0,54;0,58
LONG TENG Pankomehl  Bread Crumbs 10kg, 2,5mm - ASIA;Asia;7;20,99;22,46
EVERGREAT Reisnudeln Guangdong 400g - ASIA;Asia;7;1,79;1,92
GLACIA Speisesalz British Salt 25kg - ASIA;Asia;7;9,29;9,94
ISCAL Fein Kristall Zucker  25kg - ASIA;Asia;7;19,29;20,64
Tsingtao Bier 4,7%Vol - 24x330ml;Asia;19;19,99;23,79
"LINA´S Servietten mit Motiv Guten Apetitt Asia""  40x40cm  3-lagig 50St - ASIA""";Asia;19;28,99;34,5
Glückskekse Gold , 275St  Din Hau - ASIA;Asia;7;14,99;16,04
Aquanur Wasser Sprudel  24x0,5ml;Getränke;19;5,49;6,53
Aquanur Wasser Still  24x0,5ml;Getränke;19;4,49;5,34
Tiger Chips Chili & Lemon  90gr;Lebensmittel;7;0,86;0,92
Tiger Chips Kebab  90gr;Lebensmittel;7;0,84;0,9
Tiger Chips Tomaten  90gr;Lebensmittel;7;0,84;0,9
Tiger Chips Paprika  90gr;Lebensmittel;7;0,84;0,9
Tiger Chips Sweet Chili  90gr;Lebensmittel;7;0,84;0,9
Dipple Mais Chips Paprika 90g;Lebensmittel;7;0,84;0,9
Dipple Mais Chips StikzHot Chili-Limette 90g;Lebensmittel;7;0,84;0,9
Dipple Zwiebelringe  25x65g;Lebensmittel;7;0,84;0,9
Donki Cekirdek  leicht gesalzen 240g;Lebensmittel;7;1,59;1,7
Donki Cekirdek  reichlich gesalzen 240g;Lebensmittel;7;1,59;1,7
Donki Cekirdek  leicht gesalzen 140g;Lebensmittel;7;0,99;1,06
Donki Cekirdek  reichlich gesalzen 140g;Lebensmittel;7;0,99;1,06
Donki Cekirdek  Paprika 120g;Lebensmittel;7;0,99;1,06
GLOBAL  Servietten  1-lagig 33x33 Weiss 1xKarton;Verpackung/Reinigungsmittel/Hygiene;19;9,98;11,88
GLOBAL  Handtuch Zik Zak Weiss;Verpackung/Reinigungsmittel/Hygiene;19;17,47;20,79
GLOBAL  Katrin Putz Rolle 6er;Verpackung/Reinigungsmittel/Hygiene;19;9,98;11,88
WELPA Serviette 9 Pack / Karton;Verpackung/Reinigungsmittel/Hygiene;19;10,48;12,47
WELPA Serviette 40cm 2-lagig 1/4  weiss  2000Stk;Verpackung/Reinigungsmittel/Hygiene;19;39,99;47,59
WELPA Salad Schale Bowls 500ml mit Deckel 6x25;Verpackung/Reinigungsmittel/Hygiene;19;22,37;26,62
WELPA Salad Schale Bowls 750ml mit Deckel 6x25;Verpackung/Reinigungsmittel/Hygiene;19;23,12;27,51
WELPA Salad Schale Bowls 1000ml mit Deckel 6x25;Verpackung/Reinigungsmittel/Hygiene;19;24,87;29,6
WELPA Salad Schale Bowls 1300ml mit Deckel 6x25;Verpackung/Reinigungsmittel/Hygiene;19;29,37;34,95
WELPA Papier Tragetaschen 26er - 26x17x27cm  AK26;Verpackung/Reinigungsmittel/Hygiene;19;20,62;24,54
WELPA Papier Tragetaschen 32er - 32x16x27cm AK32;Verpackung/Reinigungsmittel/Hygiene;19;22,48;26,75
Diamond Menübox  3-geteilt laminiert - 100St - IPA;Verpackung/Reinigungsmittel/Hygiene;19;10,67;12,7
Suppenbecher PP Thermo - 500cc - 25St - IPA;Verpackung/Reinigungsmittel/Hygiene;19;1,79;2,13
Döner tüte - 1x2200 - IPA;Verpackung/Reinigungsmittel/Hygiene;19;10,46;12,45
Deckel f. Suppenbecher aus PP - rund 11,5cm - 25St - IPA;Verpackung/Reinigungsmittel/Hygiene;19;1,33;1,58
Ripboxx 750cc Schale+Deckel  50St - IPA 807;Verpackung/Reinigungsmittel/Hygiene;19;5,34;6,35
Ripboxx 1000cc Schale - 8 eckig - Schale+Deckel  50St - IPA 810;Verpackung/Reinigungsmittel/Hygiene;19;5,6;6,66
Ripboxx  500cc Schale - 8 eckig - Schale+Deckel  50St - IPA 805;Verpackung/Reinigungsmittel/Hygiene;19;3,62;4,31
Friessinger Weizenmehl 405 - 1kg - IPA;Lebensmittel;7;0,67;0,72
Leon´s Handschuhe Nitril - M - schwarz 100St - IPA;Verpackung/Reinigungsmittel/Hygiene;19;4,48;5,33
Leon´s Handschuhe Nitril - S - schwarz 100St - IPA;Verpackung/Reinigungsmittel/Hygiene;19;4,48;5,33
Handtuchpapier Grau - 25x22 - 20x - IPA;Verpackung/Reinigungsmittel/Hygiene;19;11,92;14,18
Serviettenspender  Kapazität 200 Servietten Blau - IPA;Verpackung/Reinigungsmittel/Hygiene;19;16,99;20,22
Spenderservietten 2-lagig  16,5x21  hochweiß - 40x225St - IPA Art. 601202;Verpackung/Reinigungsmittel/Hygiene;19;33,88;40,32
Salatschale m. Deckel - rechteckig - PP 250cc - 5x50 - IPA;Verpackung/Reinigungsmittel/Hygiene;19;9,99;11,89
Salatschale m. Deckel - rechteckig - PP 500ml - 5x50 - IPA;Verpackung/Reinigungsmittel/Hygiene;19;15,06;17,92
Salatschale m. Deckel - rechteckig - PP 125cc - 5x50 - IPA;Verpackung/Reinigungsmittel/Hygiene;19;9,79;11,65
Trauben;Obst;7;20,62;22,06
Papiertragetaschen groß - 32x17x28cm - 250St - IPA;Verpackung/Reinigungsmittel/Hygiene;19;16,87;20,08
Diamond Menübox ungeteilt laminiert  100St - IPA;Verpackung/Reinigungsmittel/Hygiene;19;10,67;12,7
Julian`s  Kaffeebecher  300ml - 90mm  50St - IPA;Verpackung/Reinigungsmittel/Hygiene;19;2,18;2,59
Julian`s  Deckel Kaffeebecher  90mm  50St - IPA;Verpackung/Reinigungsmittel/Hygiene;19;1,27;1,51
Papiertragetaschen klein - 22x10x28cm - 250St - IPA;Verpackung/Reinigungsmittel/Hygiene;19;13,16;15,66
LODA  prof. Bleichwasser  5L - IPA;Verpackung/Reinigungsmittel/Hygiene;19;1,99;2,37
WECO - WC Tabs - 16x25g - IPA;Verpackung/Reinigungsmittel/Hygiene;19;1,54;1,83
WECO - WC - Reiniger - 1Lt - IPA;Verpackung/Reinigungsmittel/Hygiene;19;1,21;1,44
WECO - Reinigungstabs f. Kaffeeautomaten - 10x2g - IPA;Verpackung/Reinigungsmittel/Hygiene;19;1,49;1,77
Largo - Geschirr Reiniger Classic - 60 Tabs - IPA;Verpackung/Reinigungsmittel/Hygiene;19;3,27;3,89
LARGO - Spezialsalz - 2kg - IPA;Verpackung/Reinigungsmittel/Hygiene;19;1,34;1,59
WECO - Glasreiniger - 10Lt - IPA;Verpackung/Reinigungsmittel/Hygiene;19;7,83;9,32
WECO - Grillreiniger - 10Lt - IPA;Verpackung/Reinigungsmittel/Hygiene;19;13,6;16,18
ProLab - Spülmittel K100 - 10Lt - IPA;Verpackung/Reinigungsmittel/Hygiene;19;8,87;10,56
Allzweckreiniger - 10Lt - IPA;Verpackung/Reinigungsmittel/Hygiene;19;13,48;16,04
CANA - Oliven grün in scheiben - 4200g - IPA;Lebensmittel;7;9,1;10,83
Citadel - Ajvar Glas - 2600g;Lebensmittel;7;7,79;8,34
Dalmacija - Ajvar scharf Glas - 680g;Lebensmittel;7;2,79;2,99
Citadel - Ajvar Mild Glas - 680g;Lebensmittel;7;2,49;2,66
CANA - Spargelstangen Glas - geschält - 1700g;Lebensmittel;7;7,79;8,34
Kühne - schlesiche Gurkenhappen süß sauer - 2450 g;Lebensmittel;7;6,51;7,75
Marco Polo - Pfefferoni scharf - 2250ml;Lebensmittel;7;4,79;5,13
Fischer - Gurkentopf mit Süßungsmittel - 1700g;Lebensmittel;7;3,49;3,73
ÖNCÜ - Tomatenmark - 830g Dose;Lebensmittel;7;2,23;2,65
ÖNCÜ - Scharfe Paprikamark - 1650g Pet;Lebensmittel;7;10,11;12,03
ÖNCÜ - Süße Paprikamark - 1650g Pet;Lebensmittel;7;8,53;10,15
Öncü - Süße Paprikamark - 700g Glas;Lebensmittel;7;4,48;5,33
Öncü - Scharfe Paprikamark - 700g Glas;Lebensmittel;7;4,48;5,33
Nikos - Peperoni - 12kg;Lebensmittel;7;20,23;24,07
Velda - Peperoni Natura - 12,5kg;Lebensmittel;7;13,59;16,17
Citadel - Tomatenmark - 4500g;Lebensmittel;7;10;11,9
Cana - Oliven grün mit Paprikapaste - 4200g;Lebensmittel;7;13,6;16,18
Cana - Oliven grün ohne Kern - 4200g;Lebensmittel;7;9,2;10,95
Velda - Oliven schwarz in Scheiben - 4300g;Lebensmittel;7;8,53;10,15
Fresco - Champignons 1. Wahl Scheiben - 2550g;Lebensmittel;7;6,49;6,94
Carandini - Balsamico - 500ml;Lebensmittel;7;3,79;4,06
Suntat - Grüne Linsen - 1kg;Lebensmittel;7;3,36;3,6
Suntat - Rote Linsen - 1kg;Lebensmittel;7;2,57;2,75
Kavak - weiße Bohnen - 5Kg;Lebensmittel;7;11,35;12,14
Duru - Hartweizengrütze (Bulgur) - 1kg;Lebensmittel;7;2,46;2,63
Kavak - Weizengrütze grob / Bulgur- 5Kg;Lebensmittel;7;6,85;7,33
Sera - Gegrillte Aubergine - 2800g;Lebensmittel;7;7,41;7,93
Marco Polo - Frucht Cocktail - 850g;Lebensmittel;7;1,79;1,92
Cana - Rote Kidneybohnen - 800g;Lebensmittel;7;1,4;1,5
Goldkauf - Kichererbsen - 800g;Lebensmittel;7;1,22;1,31
Cana - Gemüsemais - 380g;Lebensmittel;7;0,81;0,87
La Miranda - Thunfisch in Öl - 1705g;Lebensmittel;7;6,99;7,48
Cana - Thunfisch in Öl - 1705ml;Lebensmittel;7;7,99;8,55
Gelbe Zwiebeln - 25kg - NL;Gemüse;7;0;0
Cana / Marco Polo - Artischockenherzen - 2500g;Lebensmittel;7;8,29;8,87
Celeste - dunkelrote Kidneybohnen - 2650g;Lebensmittel;7;3,82;4,09
Bonduelle - Kidneybohnen - 2500g;Lebensmittel;7;4,99;5,34
Celeste - Pizza Sauce - 4250ml;Lebensmittel;7;5,99;6,41
La Perla - Jalapenos Ring Rot - 3000g;Lebensmittel;7;4,48;4,79
Yurttan - Weiße Riesenbohnen - 2500g;Lebensmittel;7;3,19;3,41
